event_id,case_id,internal_id,actor,activity,timestamp,bot_label,tool_source,catalyst_case_id,catalyst_message_id,catalyst_activity,catalyst_message_ts
15588,6e29cce9-0f44-4af7-ba9e-f6ecc1b6a096,3,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-08-08T01:33:43.940437,,,,,,
15589,6e29cce9-0f44-4af7-ba9e-f6ecc1b6a096,4,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-08-08T01:33:43.940437,,,,,,
15590,6e29cce9-0f44-4af7-ba9e-f6ecc1b6a096,5,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-08-08T01:34:39.196138,,,,,,
15591,6e29cce9-0f44-4af7-ba9e-f6ecc1b6a096,6,ai,COMUNICAÇÃO DE FALHA PARA ATENDER À SOLICITAÇÃO,2026-08-08T01:34:39.196138,,,,,,
15592,6e29cce9-0f44-4af7-ba9e-f6ecc1b6a096,7,human,SOLICITAÇÃO DE CANAL ALTERNATIVO,2026-08-08T01:35:30.210745,,,,,,
15593,6e29cce9-0f44-4af7-ba9e-f6ecc1b6a096,99999,System,END-DIALOGUE-SYSTEM,2026-08-08T01:35:30.210745,,,,,,
15594,6e2dc7af-936d-4b6b-b767-0171077bcb9f,-1,System,START-DIALOGUE-SYSTEM,2026-07-23T15:03:02.602500,,,,,,
15595,6e2dc7af-936d-4b6b-b767-0171077bcb9f,0,ai,APRESENTAÇÃO DO CHATBOT,2026-07-23T15:03:02.602500,,,,,,
15596,6e2dc7af-936d-4b6b-b767-0171077bcb9f,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-07-23T15:09:58.032960,,,,,,
15597,6e2dc7af-936d-4b6b-b767-0171077bcb9f,2,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-07-23T15:09:58.032960,,,,,,
15598,6e2dc7af-936d-4b6b-b767-0171077bcb9f,3,human,FEEDBACK DO USUÁRIO,2026-07-23T15:16:49.176008,,,,,,
15599,6e2dc7af-936d-4b6b-b767-0171077bcb9f,99999,System,END-DIALOGUE-SYSTEM,2026-07-23T15:16:49.176008,,,,,,
15600,6e580cef-be81-426e-9279-8292721239b6,-1,System,START-DIALOGUE-SYSTEM,2026-07-12T02:46:14.658611,,,,,,
15601,6e580cef-be81-426e-9279-8292721239b6,0,ai,APRESENTAÇÃO DO CHATBOT,2026-07-12T02:46:14.658611,,,,,,
15602,6e580cef-be81-426e-9279-8292721239b6,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-07-12T02:48:25.645389,,,,,,
15603,6e580cef-be81-426e-9279-8292721239b6,2,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-07-12T02:48:25.645389,,,,,,
15604,6e580cef-be81-426e-9279-8292721239b6,3,human,REJEIÇÃO DA SOLUÇÃO,2026-07-12T02:50:42.626896,,,,,,
15605,6e580cef-be81-426e-9279-8292721239b6,4,ai,RESPOSTA COM SOLICITAÇÃO DE INFORMAÇÃO,2026-07-12T02:50:42.626896,,,,,,
15606,6e580cef-be81-426e-9279-8292721239b6,5,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-07-12T02:52:25.421977,,,,,,
15607,6e580cef-be81-426e-9279-8292721239b6,99999,System,END-DIALOGUE-SYSTEM,2026-07-12T02:52:25.421977,,,,,,
15608,6e65317c-9faf-411e-9e7b-682d78898f44,-1,System,START-DIALOGUE-SYSTEM,2026-05-29T21:16:31.575424,,,,,,
15609,6e65317c-9faf-411e-9e7b-682d78898f44,0,ai,APRESENTAÇÃO DO CHATBOT,2026-05-29T21:16:31.575424,,,,,,
15610,6e65317c-9faf-411e-9e7b-682d78898f44,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-05-29T21:21:49.819349,,,,,,
15611,6e65317c-9faf-411e-9e7b-682d78898f44,2,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-05-29T21:21:49.819349,,,,,,
15612,6e65317c-9faf-411e-9e7b-682d78898f44,3,human,REJEIÇÃO DA SOLUÇÃO,2026-05-29T21:26:19.984813,,,,,,
15613,6e65317c-9faf-411e-9e7b-682d78898f44,4,ai,RESPOSTA COM SOLICITAÇÃO DE INFORMAÇÃO,2026-05-29T21:26:19.984813,,,,,,
15614,6e65317c-9faf-411e-9e7b-682d78898f44,5,human,SOLICITAÇÃO DIRETA DE HUMANO,2026-05-29T21:31:40.576245,,,,,,
15615,6e65317c-9faf-411e-9e7b-682d78898f44,6,ai,RESPOSTA COM SOLICITAÇÃO DE INFORMAÇÃO,2026-05-29T21:31:40.576245,,,,,,
15616,6e65317c-9faf-411e-9e7b-682d78898f44,7,human,SOLICITAÇÃO DIRETA DE HUMANO,2026-05-29T21:35:54.483667,,,,,,
15617,6e65317c-9faf-411e-9e7b-682d78898f44,99999,System,END-DIALOGUE-SYSTEM,2026-05-29T21:35:54.483667,,,,,,
15618,6e73ddd8-55b5-4bf2-ad69-e65ed7551331,-1,System,START-DIALOGUE-SYSTEM,2026-06-30T02:13:08.541757,,,,,,
15619,6e73ddd8-55b5-4bf2-ad69-e65ed7551331,0,ai,APRESENTAÇÃO DO CHATBOT,2026-06-30T02:13:08.541757,,,,,,
15620,6e73ddd8-55b5-4bf2-ad69-e65ed7551331,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-30T02:17:53.701399,,,,,,
15621,6e73ddd8-55b5-4bf2-ad69-e65ed7551331,2,ai,RECOMENDAÇÃO DE SEGURANÇA,2026-06-30T02:17:53.701399,,,,,,
15622,6e73ddd8-55b5-4bf2-ad69-e65ed7551331,3,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-30T02:23:47.515078,,,,,,
15623,6e73ddd8-55b5-4bf2-ad69-e65ed7551331,4,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-30T02:23:47.515078,,,,,,
15624,6e73ddd8-55b5-4bf2-ad69-e65ed7551331,5,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-30T02:28:02.781729,,,,,,
15625,6e73ddd8-55b5-4bf2-ad69-e65ed7551331,99999,System,END-DIALOGUE-SYSTEM,2026-06-30T02:28:02.781729,,,,,,
15626,6e7f2a99-828f-4f99-8710-c94a67702472,-1,System,START-DIALOGUE-SYSTEM,2026-07-15T22:29:41.944044,,,,,,
15627,6e7f2a99-828f-4f99-8710-c94a67702472,0,ai,APRESENTAÇÃO DO CHATBOT,2026-07-15T22:29:41.944044,,,,,,
15628,6e7f2a99-828f-4f99-8710-c94a67702472,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-07-15T22:36:41.145821,,,,,,
15629,6e7f2a99-828f-4f99-8710-c94a67702472,2,ai,RESPOSTA DE INFORMAÇÕES SOLICITADAS,2026-07-15T22:36:41.145821,,,,,,
15630,6e7f2a99-828f-4f99-8710-c94a67702472,3,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-07-15T22:47:38.585253,,,,,,
15631,6e7f2a99-828f-4f99-8710-c94a67702472,4,ai,APRESENTAÇÃO DO CHATBOT,2026-07-15T22:47:38.585253,,,,,,
15632,6e7f2a99-828f-4f99-8710-c94a67702472,5,human,CONFIRMAÇÃO DA SOLUÇÃO ENTREGUE,2026-07-15T22:55:15.534912,,,,,,
15633,6e7f2a99-828f-4f99-8710-c94a67702472,99999,System,END-DIALOGUE-SYSTEM,2026-07-15T22:55:15.534912,,,,,,
15634,6e8e9ddc-bd80-4577-b243-ad001ae3a343,-1,System,START-DIALOGUE-SYSTEM,2026-07-09T20:45:41.956711,,,,,,
15635,6e8e9ddc-bd80-4577-b243-ad001ae3a343,0,ai,APRESENTAÇÃO DO CHATBOT,2026-07-09T20:45:41.956711,,,,,,
15636,6e8e9ddc-bd80-4577-b243-ad001ae3a343,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-07-09T20:53:56.080585,,,,,,
15637,6e8e9ddc-bd80-4577-b243-ad001ae3a343,2,ai,COMUNICAÇÃO DE FALHA PARA ATENDER À SOLICITAÇÃO,2026-07-09T20:53:56.080585,,,,,,
15638,6e8e9ddc-bd80-4577-b243-ad001ae3a343,3,human,REJEIÇÃO DA SOLUÇÃO,2026-07-09T21:01:59.173080,,,,,,
15639,6e8e9ddc-bd80-4577-b243-ad001ae3a343,4,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-07-09T21:01:59.173080,,,,,,
15640,6e8e9ddc-bd80-4577-b243-ad001ae3a343,5,human,REJEIÇÃO DA SOLUÇÃO,2026-07-09T21:11:46.542891,,,,,,
15641,6e8e9ddc-bd80-4577-b243-ad001ae3a343,6,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-07-09T21:11:46.542891,,,,,,
15642,6e8e9ddc-bd80-4577-b243-ad001ae3a343,7,human,REJEIÇÃO DA SOLUÇÃO,2026-07-09T21:20:49.876596,,,,,,
15643,6e8e9ddc-bd80-4577-b243-ad001ae3a343,8,ai,COMUNICAÇÃO DE FALHA PARA ATENDER À SOLICITAÇÃO,2026-07-09T21:20:49.876596,,,,,,
15644,6e8e9ddc-bd80-4577-b243-ad001ae3a343,9,human,REJEIÇÃO DA SOLUÇÃO,2026-07-09T21:28:41.606940,,,,,,
15645,6e8e9ddc-bd80-4577-b243-ad001ae3a343,99999,System,END-DIALOGUE-SYSTEM,2026-07-09T21:28:41.606940,,,,,,
15646,6e9714a6-a12c-46fd-827b-a7faf2b76c57,-1,System,START-DIALOGUE-SYSTEM,2026-06-12T23:20:25.363246,,,,,,
15647,6e9714a6-a12c-46fd-827b-a7faf2b76c57,0,ai,APRESENTAÇÃO DO CHATBOT,2026-06-12T23:20:25.363246,,,,,,
15648,6e9714a6-a12c-46fd-827b-a7faf2b76c57,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-12T23:26:43.795015,,,,,,
15649,6e9714a6-a12c-46fd-827b-a7faf2b76c57,2,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-12T23:26:43.795015,,,,,,
15650,6e9714a6-a12c-46fd-827b-a7faf2b76c57,3,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-12T23:34:48.372500,,,,,,
15651,6e9714a6-a12c-46fd-827b-a7faf2b76c57,4,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-12T23:34:48.372500,,,,,,
15652,6e9714a6-a12c-46fd-827b-a7faf2b76c57,5,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-12T23:43:25.841004,,,,,,
15653,6e9714a6-a12c-46fd-827b-a7faf2b76c57,6,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-12T23:43:25.841004,,,,,,
15654,6e9714a6-a12c-46fd-827b-a7faf2b76c57,7,human,SOLICITAÇÃO DE CANAL ALTERNATIVO,2026-06-12T23:51:47.218255,,,,,,
15655,6e9714a6-a12c-46fd-827b-a7faf2b76c57,99999,System,END-DIALOGUE-SYSTEM,2026-06-12T23:51:47.218255,,,,,,
15656,6ebc8623-2af2-44ce-867f-bf853170db42,-1,System,START-DIALOGUE-SYSTEM,2026-06-10T19:30:01.003537,,,,,,
15657,6ebc8623-2af2-44ce-867f-bf853170db42,0,ai,APRESENTAÇÃO DO CHATBOT,2026-06-10T19:30:01.003537,,,,,,
15658,6ebc8623-2af2-44ce-867f-bf853170db42,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-10T19:35:01.600555,,,,,,
15659,6ebc8623-2af2-44ce-867f-bf853170db42,2,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-10T19:35:01.600555,,,,,,
15660,6ebc8623-2af2-44ce-867f-bf853170db42,3,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-10T19:41:46.033702,,,,,,
15661,6ebc8623-2af2-44ce-867f-bf853170db42,4,ai,RESPOSTA DE INFORMAÇÕES SOLICITADAS,2026-06-10T19:41:46.033702,,,,,,
15662,6ebc8623-2af2-44ce-867f-bf853170db42,5,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-10T19:50:11.638509,,,,,,
15663,6ebc8623-2af2-44ce-867f-bf853170db42,6,ai,RESPOSTA COM SOLICITAÇÃO DE INFORMAÇÃO,2026-06-10T19:50:11.638509,,,,,,
15664,6ebc8623-2af2-44ce-867f-bf853170db42,7,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-10T19:55:56.441989,,,,,,
15665,6ebc8623-2af2-44ce-867f-bf853170db42,99999,System,END-DIALOGUE-SYSTEM,2026-06-10T19:55:56.441989,,,,,,
15666,6ec11057-61a8-4cb0-9f96-61aeb16caf5b,-1,System,START-DIALOGUE-SYSTEM,2026-08-06T09:42:18.216469,,,,,,
15667,6ec11057-61a8-4cb0-9f96-61aeb16caf5b,0,ai,APRESENTAÇÃO DO CHATBOT,2026-08-06T09:42:18.216469,,,,,,
15668,6ec11057-61a8-4cb0-9f96-61aeb16caf5b,1,human,SOLICITAÇÃO DE BLOQUEIO OU CANCELAMENTO,2026-08-06T09:50:23.953805,,,,,,
15669,6ec11057-61a8-4cb0-9f96-61aeb16caf5b,2,ai,RECOMENDAÇÃO DE SEGURANÇA,2026-08-06T09:50:23.953805,,,,,,
15670,6ec11057-61a8-4cb0-9f96-61aeb16caf5b,3,human,SOLICITAÇÃO DE BLOQUEIO OU CANCELAMENTO,2026-08-06T10:32:40.677021,,,,,,
15671,6ec11057-61a8-4cb0-9f96-61aeb16caf5b,4,ai,RECOMENDAÇÃO DE SEGURANÇA,2026-08-06T10:32:40.677021,,,,,,
15672,6ec11057-61a8-4cb0-9f96-61aeb16caf5b,5,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-08-06T10:41:15.845011,,,,,,
15673,6ec11057-61a8-4cb0-9f96-61aeb16caf5b,6,ai,RESPOSTA DE INFORMAÇÕES SOLICITADAS,2026-08-06T10:41:15.845011,,,,,,
15674,6ec11057-61a8-4cb0-9f96-61aeb16caf5b,7,human,SOLICITAÇÃO DE BLOQUEIO OU CANCELAMENTO,2026-08-06T10:53:20.993445,,,,,,
15675,6ec11057-61a8-4cb0-9f96-61aeb16caf5b,8,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-08-06T10:53:20.993445,,,,,,
15676,6ec11057-61a8-4cb0-9f96-61aeb16caf5b,9,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-08-06T10:57:40.876974,,,,,,
15677,6ec11057-61a8-4cb0-9f96-61aeb16caf5b,99999,System,END-DIALOGUE-SYSTEM,2026-08-06T10:57:40.876974,,,,,,
15678,6ec87448-af1a-4caf-b722-a2b6a562fa7f,-1,System,START-DIALOGUE-SYSTEM,2026-08-16T05:16:41.239047,,,,,,
15679,6ec87448-af1a-4caf-b722-a2b6a562fa7f,0,ai,APRESENTAÇÃO DO CHATBOT,2026-08-16T05:16:41.239047,,,,,,
15680,6ec87448-af1a-4caf-b722-a2b6a562fa7f,1,human,SOLICITAÇÃO DE BLOQUEIO OU CANCELAMENTO,2026-08-16T05:18:56.409279,,,,,,
15681,6ec87448-af1a-4caf-b722-a2b6a562fa7f,2,ai,RECOMENDAÇÃO DE SEGURANÇA,2026-08-16T05:18:56.409279,,,,,,
15682,6ec87448-af1a-4caf-b722-a2b6a562fa7f,3,human,SOLICITAÇÃO DE BLOQUEIO OU CANCELAMENTO,2026-08-16T05:21:46.613550,,,,,,
15683,6ec87448-af1a-4caf-b722-a2b6a562fa7f,4,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-08-16T05:21:46.613550,,,,,,
15684,6ec87448-af1a-4caf-b722-a2b6a562fa7f,5,human,SOLICITAÇÃO DE BLOQUEIO OU CANCELAMENTO,2026-08-16T05:24:33.821191,,,,,,
15685,6ec87448-af1a-4caf-b722-a2b6a562fa7f,99999,System,END-DIALOGUE-SYSTEM,2026-08-16T05:24:33.821191,,,,,,
15686,6f052560-0cd0-4b2c-80ad-6a9212a3a747,-1,System,START-DIALOGUE-SYSTEM,2026-07-02T21:00:26.372210,,,,,,
15687,6f052560-0cd0-4b2c-80ad-6a9212a3a747,0,ai,APRESENTAÇÃO DO CHATBOT,2026-07-02T21:00:26.372210,,,,,,
15688,6f052560-0cd0-4b2c-80ad-6a9212a3a747,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-07-02T21:06:45.309191,,,,,,
15689,6f052560-0cd0-4b2c-80ad-6a9212a3a747,2,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-07-02T21:06:45.309191,,,,,,
15690,6f052560-0cd0-4b2c-80ad-6a9212a3a747,3,human,DÚVIDA SOBRE RESPOSTA RECEBIDA,2026-07-02T21:13:05.560894,,,,,,
15691,6f052560-0cd0-4b2c-80ad-6a9212a3a747,4,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-07-02T21:13:05.560894,,,,,,
15692,6f052560-0cd0-4b2c-80ad-6a9212a3a747,5,human,CONFIRMAÇÃO DA SOLUÇÃO ENTREGUE,2026-07-02T21:18:07.858401,,,,,,
15693,6f052560-0cd0-4b2c-80ad-6a9212a3a747,99999,System,END-DIALOGUE-SYSTEM,2026-07-02T21:18:07.858401,,,,,,
15694,6f17f7bb-a972-416f-af8d-40632837ecfc,-1,System,START-DIALOGUE-SYSTEM,2026-06-09T00:04:34.451617,,,,,,
15695,6f17f7bb-a972-416f-af8d-40632837ecfc,0,ai,APRESENTAÇÃO DO CHATBOT,2026-06-09T00:04:34.451617,,,,,,
15696,6f17f7bb-a972-416f-af8d-40632837ecfc,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-09T00:09:27.264125,,,,,,
15697,6f17f7bb-a972-416f-af8d-40632837ecfc,2,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-09T00:09:27.264125,,,,,,
15698,6f17f7bb-a972-416f-af8d-40632837ecfc,3,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-09T00:14:20.739401,,,,,,
15699,6f17f7bb-a972-416f-af8d-40632837ecfc,4,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-09T00:14:20.739401,,,,,,
15700,6f17f7bb-a972-416f-af8d-40632837ecfc,5,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-09T00:20:56.899670,,,,,,
15701,6f17f7bb-a972-416f-af8d-40632837ecfc,99999,System,END-DIALOGUE-SYSTEM,2026-06-09T00:20:56.899670,,,,,,
15702,6f21d662-0a65-4ba4-9707-8a945d46f2f7,-1,System,START-DIALOGUE-SYSTEM,2026-06-01T09:30:36.296938,,,,,,
15703,6f21d662-0a65-4ba4-9707-8a945d46f2f7,0,ai,APRESENTAÇÃO DO CHATBOT,2026-06-01T09:30:36.296938,,,,,,
15704,6f21d662-0a65-4ba4-9707-8a945d46f2f7,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-01T09:32:31.157416,,,,,,
15705,6f21d662-0a65-4ba4-9707-8a945d46f2f7,2,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-01T09:32:31.157416,,,,,,
15706,6f21d662-0a65-4ba4-9707-8a945d46f2f7,3,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-01T09:34:29.451444,,,,,,
15707,6f21d662-0a65-4ba4-9707-8a945d46f2f7,4,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-01T09:34:29.451444,,,,,,
15708,6f21d662-0a65-4ba4-9707-8a945d46f2f7,5,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-01T09:36:11.117429,,,,,,
15709,6f21d662-0a65-4ba4-9707-8a945d46f2f7,6,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-01T09:36:11.117429,,,,,,
15710,6f21d662-0a65-4ba4-9707-8a945d46f2f7,7,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-01T09:37:59.858182,,,,,,
15711,6f21d662-0a65-4ba4-9707-8a945d46f2f7,8,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-01T09:37:59.858182,,,,,,
15712,6f21d662-0a65-4ba4-9707-8a945d46f2f7,9,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-01T09:39:33.087713,,,,,,
15713,6f21d662-0a65-4ba4-9707-8a945d46f2f7,10,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-01T09:39:33.087713,,,,,,
15714,6f21d662-0a65-4ba4-9707-8a945d46f2f7,11,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-01T09:41:08.098685,,,,,,
15715,6f21d662-0a65-4ba4-9707-8a945d46f2f7,12,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-01T09:41:08.098685,,,,,,
15716,6f21d662-0a65-4ba4-9707-8a945d46f2f7,13,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-01T09:42:51.469902,,,,,,
15717,6f21d662-0a65-4ba4-9707-8a945d46f2f7,14,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-01T09:42:51.469902,,,,,,
15718,6f21d662-0a65-4ba4-9707-8a945d46f2f7,15,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-01T09:44:28.215118,,,,,,
15719,6f21d662-0a65-4ba4-9707-8a945d46f2f7,16,ai,RECOMENDAÇÃO DE SEGURANÇA,2026-06-01T09:44:28.215118,,,,,,
15720,6f21d662-0a65-4ba4-9707-8a945d46f2f7,17,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-01T09:45:59.018881,,,,,,
15721,6f21d662-0a65-4ba4-9707-8a945d46f2f7,18,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-01T09:45:59.018881,,,,,,
15722,6f21d662-0a65-4ba4-9707-8a945d46f2f7,19,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-01T09:47:57.199009,,,,,,
15723,6f21d662-0a65-4ba4-9707-8a945d46f2f7,20,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-01T09:47:57.199009,,,,,,
15724,6f21d662-0a65-4ba4-9707-8a945d46f2f7,21,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-01T09:49:35.203201,,,,,,
15725,6f21d662-0a65-4ba4-9707-8a945d46f2f7,22,ai,COMUNICAÇÃO DE FALHA PARA ATENDER À SOLICITAÇÃO,2026-06-01T09:49:35.203201,,,,,,
15726,6f21d662-0a65-4ba4-9707-8a945d46f2f7,23,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-01T09:51:15.096102,,,,,,
15727,6f21d662-0a65-4ba4-9707-8a945d46f2f7,99999,System,END-DIALOGUE-SYSTEM,2026-06-01T09:51:15.096102,,,,,,
15728,6f36bd33-b559-4222-ba55-7897fcc19d79,-1,System,START-DIALOGUE-SYSTEM,2026-05-19T04:41:41.625318,,,,,,
15729,6f36bd33-b559-4222-ba55-7897fcc19d79,0,ai,APRESENTAÇÃO DO CHATBOT,2026-05-19T04:41:41.625318,,,,,,
15730,6f36bd33-b559-4222-ba55-7897fcc19d79,1,human,SOLICITAÇÃO DE BLOQUEIO OU CANCELAMENTO,2026-05-19T04:45:52.363027,,,,,,
15731,6f36bd33-b559-4222-ba55-7897fcc19d79,2,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-05-19T04:45:52.363027,,,,,,
15732,6f36bd33-b559-4222-ba55-7897fcc19d79,3,human,SOLICITAÇÃO DE BLOQUEIO OU CANCELAMENTO,2026-05-19T04:50:56.735066,,,,,,
15733,6f36bd33-b559-4222-ba55-7897fcc19d79,99999,System,END-DIALOGUE-SYSTEM,2026-05-19T04:50:56.735066,,,,,,
15734,6f54474c-f4a6-46d9-8025-874e9af07f9c,-1,System,START-DIALOGUE-SYSTEM,2026-08-03T00:09:24.579525,,,,,,
15735,6f54474c-f4a6-46d9-8025-874e9af07f9c,0,ai,APRESENTAÇÃO DO CHATBOT,2026-08-03T00:09:24.579525,,,,,,
15736,6f54474c-f4a6-46d9-8025-874e9af07f9c,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-08-03T00:12:59.825893,,,,,,
15737,6f54474c-f4a6-46d9-8025-874e9af07f9c,2,ai,RESPOSTA COM SOLICITAÇÃO DE INFORMAÇÃO,2026-08-03T00:12:59.825893,,,,,,
15738,6f54474c-f4a6-46d9-8025-874e9af07f9c,3,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-08-03T00:16:44.570098,,,,,,
15739,6f54474c-f4a6-46d9-8025-874e9af07f9c,4,ai,RESPOSTA COM SOLICITAÇÃO DE INFORMAÇÃO,2026-08-03T00:16:44.570098,,,,,,
15740,6f54474c-f4a6-46d9-8025-874e9af07f9c,5,human,REJEIÇÃO DA SOLUÇÃO,2026-08-03T00:20:28.706292,,,,,,
15741,6f54474c-f4a6-46d9-8025-874e9af07f9c,99999,System,END-DIALOGUE-SYSTEM,2026-08-03T00:20:28.706292,,,,,,
15742,6f59a5ff-1ded-40ae-81a3-6e83ea0cef4e,-1,System,START-DIALOGUE-SYSTEM,2026-06-15T09:00:01.596291,,,,,,
15743,6f59a5ff-1ded-40ae-81a3-6e83ea0cef4e,0,ai,APRESENTAÇÃO DO CHATBOT,2026-06-15T09:00:01.596291,,,,,,
15744,6f59a5ff-1ded-40ae-81a3-6e83ea0cef4e,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-15T09:04:11.540441,,,,,,
15745,6f59a5ff-1ded-40ae-81a3-6e83ea0cef4e,2,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-15T09:04:11.540441,,,,,,
15746,6f59a5ff-1ded-40ae-81a3-6e83ea0cef4e,3,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-15T09:08:17.753104,,,,,,
15747,6f59a5ff-1ded-40ae-81a3-6e83ea0cef4e,4,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-15T09:08:17.753104,,,,,,
15748,6f59a5ff-1ded-40ae-81a3-6e83ea0cef4e,5,human,SOLICITAÇÃO DE CANAL ALTERNATIVO,2026-06-15T09:13:30.729918,,,,,,
15749,6f59a5ff-1ded-40ae-81a3-6e83ea0cef4e,6,ai,RESPOSTA DE INFORMAÇÕES SOLICITADAS,2026-06-15T09:13:30.729918,,,,,,
15750,6f59a5ff-1ded-40ae-81a3-6e83ea0cef4e,7,human,SOLICITAÇÃO DE NOVA TENTATIVA DE SOLUÇÃO,2026-06-15T09:18:40.171694,,,,,,
15751,6f59a5ff-1ded-40ae-81a3-6e83ea0cef4e,8,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-15T09:18:40.171694,,,,,,
15752,6f59a5ff-1ded-40ae-81a3-6e83ea0cef4e,9,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-15T09:22:36.439951,,,,,,
15753,6f59a5ff-1ded-40ae-81a3-6e83ea0cef4e,99999,System,END-DIALOGUE-SYSTEM,2026-06-15T09:22:36.439951,,,,,,
15754,6f7af80d-59a8-4c7b-83cb-e9845476dbfb,-1,System,START-DIALOGUE-SYSTEM,2026-06-07T00:46:37.323809,,,,,,
15755,6f7af80d-59a8-4c7b-83cb-e9845476dbfb,0,ai,APRESENTAÇÃO DO CHATBOT,2026-06-07T00:46:37.323809,,,,,,
15756,6f7af80d-59a8-4c7b-83cb-e9845476dbfb,1,human,SOLICITAÇÃO DE BLOQUEIO OU CANCELAMENTO,2026-06-07T00:57:19.365553,,,,,,
